Titel,Teaser,Datum,Link,Inhalt
Korrektur zu OTS 119 vom 17. August: Jarolim zu Donnerbauer: Hoffe auf gute Zusammenarbeit - Richtschnur ist Regierungsübereinkommen,Wesentliche Elemente des Haftentlastungspakets im Koalitionsabkommen festgelegt,2007-08-17T13:16:04+02:00,https://www.ots.at/presseaussendung/OTS_20070817_OTS0126/korrektur-zu-ots-119-vom-17-august-jarolim-zu-donnerbauer-hoffe-auf-gute-zusammenarbeit-richtschnur-ist-regierungsuebereinkommen,"Wesentliche Elemente des Haftentlastungspakets im Koalitionsabkommen festgelegtWien (SK) - Bitte lesen Sie in unserer OTS 119 vom 17. August 2007im Titel und Text wie folgt richtig: ****Wesentliche Elemente des Haftentlastungspakets im Koalitionsabkommenfestgelegt. . . wie eben auch wesentliche Elemente des Haftentlastungpakets"",erklärte SPÖ-Justizsprecher Hannes Jarolim . . .. . . vorgeschlagenen Haftentlastungspaket nicht darum gehe, . . .(Schluss)Rückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖJarolimJustizÖVPDonnerbauerKorr.ChannelPolitik"
Jarolim zu Donnerbauer: Hoffe auf gute Zusammenarbeit - Richtschnur ist Regierungsübereinkommen,Wesentliche Elemente des Haftentlassungspakets im Koalitionsabkommen festgelegt,2007-08-17T12:53:24+02:00,https://www.ots.at/presseaussendung/OTS_20070817_OTS0119/jarolim-zu-donnerbauer-hoffe-auf-gute-zusammenarbeit-richtschnur-ist-regierungsuebereinkommen,"Wesentliche Elemente des Haftentlassungspakets im Koalitionsabkommen festgelegtWien (SK) - ""Ich hoffe auf eine gute Zusammenarbeit mit demÖVP-Justizsprecher und Vorsitzenden des Justizausschusses HeribertDonnerbauer. Richtschnur soll das Regierungsabkommen sein und hiervor allem der Bereich Justiz, der viele richtungsweisende Vorgabenenthält - wie eben auch wesentliche Elemente desHaftentlassungspakets"", erklärte SPÖ-Justizsprecher Hannes Jarolim amFreitag gegenüber dem SPÖ-Pressedienst. In diesem Zusammenhangbrachte Jarolim auch seine Hoffnung zum Ausdruck, ""dass sichDonnerbauer nicht das Verhalten von ÖVP-Minister Platter zum Vorbildnehmen möge, der immer wieder gegen Inhalte des Regierungsabkommensopponiert, sondern mit dafür Sorge trägt, dass das Koalitionsabkommeneingehalten und umgesetzt wird"". ****Wesentlich ist Jarolim auch, klarzustellen, dass es beim vonJustizministerin Maria Berger vorgeschlagenen Haftentlassungspaketnicht darum gehe, alle Türen zu öffnen. ""Dort geht es darum, dieSicherheit zu fördern - und zwar aufgrund der besserenResozialisierungsmöglichkeiten sowohl innerhalb als auch außerhalbder Haftanstalten."" Und das Forcieren des Verbüßens der Haftstrafe imHeimatland von verurteilten nicht aufenthaltsgefestigtenDrittstaatsangehörigen sei ganz wesentlich im Interesse derösterreichischen Steuerzahler.Weiters verwies Jarolim darauf, dass gerade in der Justizpolitik einesachliche Debatte und die Einbindung von Experten notwendig sei -insbesondere bei der Debatte um die Sexualstraftäter. Jarolim warntedavor, nur mit Schlagwörtern zu arbeiten, die nicht die Realitättreffen. (Schluss) upRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖJarolimJustizÖVPDonnerbauerChannelPolitik"
Niederwieser: Bei Schulreformen an skandinavischen Ländern orientieren,Gemeinsame Schule bis 14/15 mit innerer Differenzierung und individueller Förderung am sinnvollsten,2007-08-17T12:18:49+02:00,https://www.ots.at/presseaussendung/OTS_20070817_OTS0110/niederwieser-bei-schulreformen-an-skandinavischen-laendern-orientieren,"Gemeinsame Schule bis 14/15 mit innerer Differenzierung und individueller Förderung am sinnvollstenWien (SK) - ""Auch wenn die Umstellung der Schulform inSchleswig-Holstein aus deutscher Sicht sicher einen Forschrittbedeutet, muss sich Österreich weiterhin an den skandinavischenLändern orientieren"", erklärte SPÖ-Bildungssprecher ErwinNiederwieser am Freitag gegenüber dem SPÖ-Pressedienst. In Österreichsollte daher der Weg, den Bildungsministerin Schmied mit derInstallierung einer Expertenkommission und mit der Einführung vonModellregionen vorgezeichnet hat, konsequent weiter beschritten undumgesetzt werden, betonte Niederwieser. ****Die Schulreform in Schleswig-Holstein würde für unser Land keinenSinn machen, da es sich ja um keine Gesamtschule handelt, sondern umdie Zusammenführung von Hauptschule und Realschule, welche es inÖsterreich gar nicht gibt. Die Gymnasiale Unterstufe und damit dieTrennung mit dem zehnten Lebensjahr blieben aber weiter bestehen,hielt Niederwieser fest.Aus Sicht des SPÖ-Bildungssprechers hat aber nicht zuletzt diePISA-Studie deutlich gezeigt, dass das in den nordischen Staatenetablierte Schulsystem am erfolgreichsten ist. ""Auch die ÖVP solltedaher endlich einsehen, dass viele Probleme, die sie selbst oftbeklagt, am besten mit einer gemeinsame Schule bis 14/15 mit innererDifferenzierung und individueller Förderung gelöst werden können"", soNiederwieser abschließend. (Schluss) psRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖNiederwieserSchuleChannelPolitik"
Gaßner: Pröll lässt EU-Fördergelder für Ländlichen Raum liegen,Minister lässt zentralen Kritikpunkt der SPÖ unwidersprochen - Pröll-Reaktion im Ton völlig unangebracht,2007-08-16T16:10:10+02:00,https://www.ots.at/presseaussendung/OTS_20070816_OTS0179/gassner-proell-laesst-eu-foerdergelder-fuer-laendlichen-raum-liegen,"Minister lässt zentralen Kritikpunkt der SPÖ unwidersprochen - Pröll-Reaktion im Ton völlig unangebrachtWien (SK) - ""Offenbar hat die SPÖ mit ihrer Forderung, die für denLändlichen Raum vorhandenen EU-Gelder endlich zu nutzen, einenäußerst wunden Punkt bei Landwirtschaftsminister Pröll getroffen.Nicht anders ist dessen völlig ungebrachte Wortwahl in seinerheutigen Reaktion zu erklären"", stellte SPÖ-LandwirtschaftssprecherKurt Gaßner am Donnerstag gegenüber dem SPÖ-Pressedienst fest. ****Den zentralen Kritikpunkt der SPÖ, dass weniger als zehn Prozent derFördermittel für den Ländlichen Raum veranschlagt sind, habe Pröll imÜbrigen nicht zurückgewiesen. ""Daher geht der Vorwurf, die SPÖbetreibt eine 'Sudelkampagne' gegen die ÖVP, komplett ins Leere undist ein Zeichen für den offenkundigen Argumentationsnotstand beiPröll."" Der SPÖ-Agrarsprecher fordert Pröll auf, das Geld in Brüsselabzuholen und in die vorgesehenen Bereiche zu investieren.Verwundert zeigte sich Gaßner darüber, dass Pröll nach sieben MonatenSPÖ-ÖVP-Regierung noch immer nicht weiß, wie seine Kollegen auf derRegierungsbank heißen. ""Daher als kleine Nachhilfe Für denLandwirtschaftsminister zum Mitschreiben: Der Finanzstaatssekretärheißt Christoph MATZNETTER."" (Schluss) psRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖGaßnerLandwirtschaftPröllChannelPolitikWirtschaft"
Maier: Sozialbetrugsgesetz 2004 blieb wirkungslos - Scheinfirmen betrügen ungebremst weiter,Maier erwartet Verbesserung durch 67. ASVG-Novelle und fordert schärfere Strafrechtsbestimmungen,2007-08-16T13:21:35+02:00,https://www.ots.at/presseaussendung/OTS_20070816_OTS0143/maier-sozialbetrugsgesetz-2004-blieb-wirkungslos-scheinfirmen-betruegen-ungebremst-weiter,"Maier erwartet Verbesserung durch 67. ASVG-Novelle und fordert schärfere StrafrechtsbestimmungenWien (SK) - ""Das mit 1.1.2005 in Kraft getreteneSozialbetrugsgesetz ist ein Papiertiger, ist zahnlos, dieStraftatbestände können jederzeit umgangen werden"", unterstrichSPÖ-Konsumentenschutzsprecher Johann Maier Donnerstag in einerPressekonferenz in Salzburg. Dubiose und meist vermögenslose""Scheinfirmen"" (Briefkastenfirmen) - insbesondere Baufirmen - würdenin Österreich trotz des Sozialbetrugsgesetzes unbeirrtweiterarbeiten, so Maier, der sich die dürftigen Auswirkungen desSozialbetrugsgesetzes 2004 anhand von einschlägigen Gerichtsurteilenin den Jahren 2005 und 2006 genau angesehen hat. Allein im Bau werdennach Schätzung der Wirtschaft jährlich 8,6 Mrd. Euro schwarzumgesetzt. Der Finanz und den Sozialversicherungsträgern entgehendurch Scheinfirmen nach Schätzungen der Arbeiterkammer bis zu einerMilliarde Euro, sagte Maier. Er fordert daher schärfereStrafrechtsbestimmungen und vor allem eine Haftung vonGeneralunternehmern für ihre Subunternehmen. ****Von der 67. ASVG-Novelle erwartet sich Maier eine deutlicheVerbesserung im Kampf gegen Schwarzunternehmer, damit müssenArbeitnehmer ab 1.1.2008 bereits vor Arbeitsantritt angemeldetwerden. Trotzdem müssten noch ""gravierende"" Schlupflöcher und Lückenim Sozialbetrugsgesetz geschlossen werden. So müsse derzeit derBetrugsvorsatz - auch beim systematischen Vorenthalten vonSozialversicherungsbeträgen - bereits zum Zeitpunkt der Anmeldungnachgewiesen werden. Das sei nur selten möglich. Auch gebe es dieunternehmerfreundliche Regelung der tätigen Reue, dassSozialversicherungsbeiträge bis zum Schluss der Gerichtsverhandlungnachbezahlt werden können; wird nachgezahlt gibt es keinStrafverfahren, erläuterte Maier.""Aus diesen und anderen Gründen ist es den Finanzbehörden auch bisheute nicht gelungen, in Gerichtsverfahren eine strafrechtlicheVerurteilung zu erlangen, wenn Einzelpersonen (Rechtsanwälte, Notare)bis zu 1.200 Firmen gegründet hatten, da keine Betrugsabsichtnachgewiesen werden konnte"", kritisierte der SPÖ-Konsumentensprecher.Außerdem müssten viele Strafverfahren meist wegen unbekanntenAufenthalts von Verdächtigen (meist Geschäftsführern) abgebrochenwerden. Es würden dann weiterhin ""Scheinfirmen"" gegründet,Geschäftsführer bestellt - meist Strohmänner aus dem Ausland - undArbeitnehmer bei den Sozialversicherungen formal angemeldet.Sozialversicherungsbeiträge werden aber nie bezahlt. ""Die Anmeldungvon Arbeitnehmern bei einer vermögenslosen Scheinfirma ist eindeutigals Täuschungshandlung zu beurteilen, weil die Sozialversicherung umdie Sozialversicherungsbeiträge betrogen werden soll"", so Maier.Mit dem derzeitigen Sozialbetrugsgesetz könne jedenfalls derkriminellen Kreativität von Wirtschaftskriminellen undSozialbetrügern in keiner Weise Paroli geboten werden, ist derSPÖ-Konsumentenschutzsprecher überzeugt. Daher will er, dass nebender Verschärfung strafrechtlicher Bestimmungen (Sanktionen) undErhöhung der Kontrolldichte auch eine zivilrechtliche Haftungdurchgesetzt werde. Auftraggeber bzw. Generalunternehmer müssen zurHaftung herangezogen werden können, wenn sie Schein- undSchwindelunternehmen (Sub- und Sub-Sub-Firmen) beschäftigen, betonteMaier. (Schluss) wfRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖMaierSozialesBetrugScheinfirmenChannelPolitik"
Gaal zu Murauer: Was hat die ÖVP gegen mehr Geld fürs Bundesheer?,Zentralstellenreform wird wie vorgesehen umgesetzt,2007-08-16T12:13:53+02:00,https://www.ots.at/presseaussendung/OTS_20070816_OTS0120/gaal-zu-murauer-was-hat-die-oevp-gegen-mehr-geld-fuers-bundesheer,"Zentralstellenreform wird wie vorgesehen umgesetztWien (SK) - ""Verteidigungsminister Norbert Darabos hat ein sehrgutes Budget ausverhandelt und von Anfang an betont, dass es aber zurUmsetzung der Bundesheerreform und zum Aufrechterhalten derinternationalen Verpflichtungen in den nächsten Jahren noch mehr Geldbraucht"", so SPÖ-Wehrsprecher Anton Gaal am Donnerstag zu denAussagen von ÖVP-Wehrsprecher Murauer. ""Murauer sollte sich hier imSinne des Heeres gemeinsam mit uns und dem Verteidigungsminister beimFinanzminister einsetzen, damit das notwendige Geld zur Verfügunggestellt wird."" ****Gaal verwies darauf, dass die SPÖ in den vergangenen Jahren immerwieder darauf hingewiesen habe, dass es an ausreichendenBudgetmitteln für die Bundesheerreform fehle. ""Wenn wir diese Reformso wollen, wie sie geplant ist, dann wird es auch zusätzliches Geldbrauchen. Es wird sich jetzt zeigen, ob die ÖVP bereit ist, deneingeschlagenen Weg für ein modernes Heer mitzutragen"", so Gaal.Zur Zentralstellenreform hielt Gaal fest, dass diese von Darabosjetzt genau so, wie im Regierungsprogramm vorgesehen und von derBundesheerreformkommission empfohlen, umgesetzt wird. ""Wir habenimmer betont, dass sich Sicherheitspolitik ganz und gar nicht fürParteipolitik eignet. Und genau in diesem Sinne wird Minister Darabosdie bestqualifizierten Bewerber auswählen."" (Schluss) jsRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖGaalBundesheerChannelPolitik"
Niederwieser: Nachprüfungen kosten viel zu viel,Kinder optimal fördern muss das Ziel sein,2007-08-16T11:52:09+02:00,https://www.ots.at/presseaussendung/OTS_20070816_OTS0110/niederwieser-nachpruefungen-kosten-viel-zu-viel,"Kinder optimal fördern muss das Ziel seinWien (SK) - ""Es zeigt sich deutlich, dass der Bildungssparkurs deralten Regierung den Eltern aber auch der öffentlichen Hand jetztteuer kommt"", erklärt SPÖ-Bildungssprecher Erwin Niederwieser amDonnerstag gegenüber dem SPÖ-Pressedienst. Rund 30.000 Kinder lernenim Moment für Nachprüfungen; die Eltern dieser Kinder bezahlen nacheiner AK Studie 70 Millionen Euro für die Nachhilfe. ""Das ist abergenau der verkehrte Ansatz. Das Ziel muss es sein, die Zahl derKlassenwiederholungen deutlich zu senken und das wurde auch imKoalitionspapier so niedergeschrieben. Denn das deren Zahl viel zuhoch ist, hat auch der Rechnungshof kritisiert"", so Niederwieser.****Einerseits gelte es, den Förderunterricht an den Schulen wiederauszubauen und die Regelungen für Klassenwiederholungen sinnvoller zugestalten. ""Die Regierung hat hier auch schon entscheidende Schrittegesetzt: Die Senkung der Klassenschülerhöchstzahl und das Schaffenvon 1.500 neuen LehrerInnenposten wird auch dazu führen, dass dieKinder wieder besser betreut werden - und damit die Zahl derWiederholungsprüfungen sinkt"", unterstreicht derSPÖ-Bildungssprecher. ""Für uns ist es wichtig, dass jedes Kindoptimal gefordert und gefördert wird. Massenhaftes Sitzenbleiben istsicher nicht der richtige Weg."" (Schluss) jsRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖNiederwieserBildungSchuleNachprüfungenChannelPolitik"
Leichtfried bei Lkw-Maut für gemeinsames Vorgehen von Regierung und Opposition,"Wien (SK) - Der SPÖ-Europaabgeordnete Jörg Leichtfried, SPÖ-Verkehrssprecher im Europäischen Parlament, fordert zur Umsetzung der Mautpläne von Verkehrsminister Faymann ein gemeinsames Vorgehen von Regierung...",2007-08-16T11:28:10+02:00,https://www.ots.at/presseaussendung/OTS_20070816_OTS0093/leichtfried-bei-lkw-maut-fuer-gemeinsames-vorgehen-von-regierung-und-opposition,"Wien (SK) - Der SPÖ-Europaabgeordnete Jörg Leichtfried,SPÖ-Verkehrssprecher im Europäischen Parlament, fordert zur Umsetzungder Mautpläne von Verkehrsminister Faymann ein gemeinsames Vorgehenvon Regierung und Opposition. ""Eine in Abstimmung mit der EUerfolgende Anhebung der heimischen Lkw-Maut auf Schweizer Niveau isteine verkehrspolitische Notwendigkeit. Alles andere als einnationaler Konsens in dieser Frage wäre nicht nachvollziehbar"",betonte Leichtfried heute gegenüber dem SPÖ-Pressedienst. Dies gelteebenso für die Einführung der flächendeckenden Lkw-Maut inÖsterreich. Anders als bei der Erhöhung der Maut spreche EU-rechtlichnichts dagegen, diese unmittelbar zu veranlassen.Leichtfried forderte Vizekanzler Molterer auf, endlich eine Abkehrvon der Pro-Frächter-Politik Schüssels zu vollziehen. ""DieKonservativen haben auf EU-Ebene lange genug eine Internalisierungder durch den Schwerverkehr verursachten externen Kosten verhindertund somit auch eine Anhebung der Maut in Österreich"", so Leichtfriedweiter. ""Die grüne Abgeordnete Moser, die parteipolitisch motiviertdie Faymann-Initiative kritisiert, sollte sich lieber ein Beispiel anihren viel konstruktiveren Gesinnungsfreunden im EuropäischenParlament nehmen. Dort kämpfen vor allem Sozialdemokraten und Grüneseit langem gemeinsam für die Einbeziehung der externen Kosten beider europaweiten Mautberechnung und somit für mehr Klima- undUmweltschutz"", erklärte der Europaabgeordnete.Nun müsse auch die EU-Kommission unterstützend tätig werden undmöglichst rasch das angekündigte Modell zur Internalisierung derexternen Kosten vorlegen. Eine weitere grundsätzlich sinnvolle undrasch erforderliche Maßnahme sei die Einführung von verpflichtendenMindestmauten auf den gesamten Strecken der Transeuropäischen Netze(TENs), schloss Leichtfried. (Schluss) wf/mmRückfragehinweis: Christoph Pollinger, SPÖ-Delegation im EuropäischenParlament, Tel.: +43 1 40 110-3610.Rückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖLeichtfriedVerkehrEUChannelPolitik"
"Kräuter: ""Höhere LKW-Bemautung flächendeckend""",Bei Tarifverdoppelung droht massiver Umgehungsverkehr,2007-08-15T10:58:25+02:00,https://www.ots.at/presseaussendung/OTS_20070815_OTS0044/kraeuter-hoehere-lkw-bemautung-flaechendeckend,"Bei Tarifverdoppelung droht massiver Umgehungsverkehr=Wien (SK) - SPÖ-Rechnungshofsprecher Günther Kräuter fordert zurvon Verkehrsminister Werner Faymann angestrebten Verdoppelung derLKW-Maut von 26 auf 52 Cent eine Systemumstellung auf flächendeckendeLKW-Bemautung. Kräuter: ""Als ergänzende Maßnahme zurTarifverdoppelung ist wie in der Schweiz eine flächendeckendeLKW-Bemautung unerlässlich, ansonsten droht massiver Umgehungsverkehrauf niederrangigen Straßen durch Siedlungsgebiete."" ****Kräuter unterstützt grundsätzlich die Offensive Faymanns: ""ImInteresse des Umwelt- und Klimaschutzes und der Kostenwahrheitzwischen Schiene und Straße ist die Tarifverdoppelung äußerstbegrüßenswert, zur Verhinderung des Umgehungsverkehrs und imInteresse der Verkehrssicherheit muss aber die Bemautungflächendeckend erfolgen."" (Schluss) ps/mpRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖKräuterVerkehrLKWMautFaymannChannelPolitik"
Heinisch-Hosek: Arbeitszeitreduktion bietet Frauen zusätzliche Wahlmöglichkeit,Mehr Väterbeteiligung möglich bei Arbeitszeitreduktion,2007-08-14T14:40:16+02:00,https://www.ots.at/presseaussendung/OTS_20070814_OTS0146/heinisch-hosek-arbeitszeitreduktion-bietet-frauen-zusaetzliche-wahlmoeglichkeit,"Mehr Väterbeteiligung möglich bei ArbeitszeitreduktionWien (SK) - ""Auch durch noch so häufiges Wiederholen werden dieKritikpunkte der ÖVP gegen die Arbeitszeitreduktion nichtnachvollziehbarer"", sagte SPÖ-Frauen- und GleichbehandlungssprecherinGabriele Heinisch-Hosek am Dienstag gegenüber dem Pressedienst derSPÖ. ""Die Reduzierung der Arbeitszeit als nachvollziehbares undeinfaches Modell an Stelle der hoch komplizierten Zuverdienstregelunggibt den betroffenen Frauen eine zusätzliche Möglichkeit, mit der sieohne die Sorge, am Ende des Jahres doch über die Grenze gerutscht zusein, Beruf und Kinderbetreuung unter einen Hut bringen können.""****Weiters biete die Arbeitszeitreduktion auch mehr Vätern dieMöglichkeit, sich Zeit mit ihrem Kind zu nehmen, ohne dass dasFamilieneinkommen zu stark sinkt. ""Die ÖVP möge nicht vergessen, dassfür die Kinderbetreuung nicht nur die Frauen, sondern auch die Väterverantwortlich sind. Gerade das Wegfallen der Zuverdienstgrenze beiReduktion der Arbeitszeit bietet hier vielen Männern die Chance, sofür ihre Kinder da zu sein, wie viele Väter das bereits wünschen.""Auch sei die Arbeitszeitreduktion, bei der der Arbeitgeber dieStundenreduktion weiterleitet, leicht administrierbar, verwiesHeinisch-Hosek etwa auf die Teilzeitpension oder die frühereTeilzeitkarenz. ""Es wäre schade, wenn diese leicht administrierbareRegelung, von der viele Frauen etwas hätten, nicht gleich mit derbevorstehenden Kindergeldreform umgesetzt würde"", so Heinisch-Hosekabschließend. (Schluss) upRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖHeinisch-HosekFrauenKindergeldÖVPChannelPolitik"
Niederwieser zu Vorschlägen des Rechnungshofes: Mehr Geld für Bildung - weniger für Verwaltung ist ein richtiger Weg,"Wien (SK) - ""Die aktuellen Vorschläge des Rechnungshofes zur Verwaltungsreform kann man mit mehr Bildung und weniger Verwaltung zusammenfassen. Und sie kommen gerade zur rechten Zeit, nämlich im Vorfeld einer...",2007-08-14T13:30:58+02:00,https://www.ots.at/presseaussendung/OTS_20070814_OTS0125/niederwieser-zu-vorschlaegen-des-rechnungshofes-mehr-geld-fuer-bildung-weniger-fuer-verwaltung-ist-ein-richtiger-weg,"Wien (SK) - ""Die aktuellen Vorschläge des Rechnungshofes zurVerwaltungsreform kann man mit mehr Bildung und weniger Verwaltungzusammenfassen. Und sie kommen gerade zur rechten Zeit, nämlich imVorfeld einer Reform der Schulverwaltung"", so SPÖ-BildungssprecherErwin Niederwieser zum den gestern vorgestellten Papier. Vieles davonhat der Rechnungshof schon in früheren Berichten ausführlichdargelegt, aber die Zusammenfassung zeigt, dass noch einiges zuverbessern ist, um mit dem Steuergeld sorgsam umzugehen. ****Besonders positiv bewertet Niederwieser auch die Kritik desRechnungshofes an den hohen Drop-Out-Raten vor allem in den erstenKlassen der BHS und an der hohen Zahl an Klassenwiederholungen. ""Daswaren auch Punkte, die wir in die Regierungsverhandlungen eingebrachthaben und die sich im Koalitionspapier ebenso wieder finden, wie dieZusammenlegung von Landesschulräten und Schulverwaltungen derLänder.""Nicht zufrieden ist Niederwieser mit der Sichtweise desRechnungshofes für eine Reorganisation der Schulstandortstruktur,weil hier nur Volks-, Haupt- und Sonderschulen und die Polytechn.Schulen angeführt sind. ""Eine wohnortnahe Mittelstufe und einebessere Nutzung der Raum- und Personalressourcen erfordert auch eineEinbeziehung der AHS-Unterstufe in solche Überlegungen. DieParallelität von Hauptschule und AHS-Unterstufe hat nämlich nicht nureine bildungspolitische sondern auch eine finanzielle Dimension vonder ich annehme, dass sie der Rechnungshof zwar gesehen aberletztlich doch ignoriert hat"", so Niederwieser abschließend.(Schluss) js/mpRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖNiederwieserRHBildungChannelPolitik"
Grossmann zu Sexualstraftäter: Bei Berufsverbot wirklich alle relevanten Berufsgruppen erfassen - auch geistliche Berufe,"Wien (SK) - ""Reiner Populismus ist zu wenig"", sagte SPÖ-Kinder- und Jugendsprecherin Elisabeth Grossmann zu der von Innenminister Platter angekündigten Sexualstraftäterdatei. Es sei eine bekannte Tatsache, dass...",2007-08-14T12:16:47+02:00,https://www.ots.at/presseaussendung/OTS_20070814_OTS0111/grossmann-zu-sexualstraftaeter-bei-berufsverbot-wirklich-alle-relevanten-berufsgruppen-erfassen-auch-geistliche-berufe,"Wien (SK) - ""Reiner Populismus ist zu wenig"", sagte SPÖ-Kinder-und Jugendsprecherin Elisabeth Grossmann zu der von InnenministerPlatter angekündigten Sexualstraftäterdatei. Es sei eine bekannteTatsache, dass der Großteil der Missbrauchsdelikte an Kindern undJugendlichen in der Familie oder im Bekanntenkreis verübt werden. Essei daher wesentlich, den Schutz der Kinder zu stärken, sodass sielernen, nein zu sagen, unterstrich Grossmann. Bei den angedachtenBerufsverboten für Sexualstraftäter müssen aber alle relevantenBerufsgruppen, die mit der Kinderbetreuung bzw. -ausbildung erfasstsein, dazu gehören auch geistliche Berufe, so die SPÖ-Abgeordnete.****Bei Religionslehrern oder bei Personen in der Jugendseelsorge habees in der Vergangenheit ebenfalls Übergriffe gegeben - das dürfe mannicht vergessen, betonte Grossmann. Es müssten zudem Einrichtungenbesser unterstützt werden, die sich mit Kinderschutz befassen undqualifizierte Präventionsarbeit in Schulen und Kindergärten leisten.Auch LehrerInnen und Kindergärtnerinnen müssen verstärkt dahingehendgeschult werden, Missbrauchsfälle zu erkennen.""Die bisher vorgeschlagenen Maßnahmen müssen nun von Experten aufihre Sinnhaftigkeit überprüft werden. Mit reinen Populismus ist esjedenfalls in dieser heiklen Materie nicht getan"", schloss Grossmann.(Schluss) up/mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | SPKprintStichworteSPÖGrossmannSexualstraftäterChannelPolitik"
