Titel,Teaser,Datum,Link,Inhalt
"Matznetter: Pflege, Mindestsicherung und Gesundheit sind finanziert",Eckpunkte zum Finanzausgleich konnten fixiert werden,2007-09-27T11:59:32+02:00,https://www.ots.at/presseaussendung/OTS_20070927_OTS0210/matznetter-pflege-mindestsicherung-und-gesundheit-sind-finanziert,"Eckpunkte zum Finanzausgleich konnten fixiert werdenWien (SK) - ""Wir sind heute Nacht in der Regierungsarbeit eingutes Stück weitergekommen. Wir konnten die Eckpunkte für einen neuenFinanzausgleich fixieren. Damit ist nun sichergestellt, dass die24-Stunden-Pflege, die soziale Mindestsicherung, unserGesundheitssystem und die Kinderbetreuung bis ins nächste Jahrzehntfinanziert sind"", sagte Finanzstaatssekretär Christoph Matznetternach der nächtlichen Verhandlungsrunde zum Finanzausgleich mit denLändern, Städten und Gemeinden. Eine weitgehende Annäherung konntebei der Wohnbauförderung erreicht werden. Die Mittel für dieWohnbauförderung seien sicher, allerdings habe man sich daraufverständigt, dass in Zukunft in diesem Bereich noch amibitioniertereKlimaschutzmaßnahmen gesetzt würden, so Matznetter weiter.Für alle wichtigen Anliegen, die SPÖ und ÖVP im Regierungsprogrammmiteinander vereinbart hätten, sei nun bis ins nächste Jahrzehnthinein die Finanzierung sichergestellt, so der Staatssekretär. ""Fürdieses kooperative Miteinander möchte ich mich bei denVerhandlungspartnern sehr herzlich bedanken"". Vor allem sei daskonstruktive Arbeitsklima hervorzustreichen. Denn es ist klar, dasses für die Länder, Städte und Gemeinden nicht einfach sei, die imRegierungsprogramm vereinbarten zusätzlichen neuen Aufgaben, zuübernehmen und mitzufinanzieren.Was die gesamte Finanzierungsstruktur für die Gesundheit und diePflege anlange, hätten die Finanzausgleichspartner eine Arbeitsgruppevereinbart, in der über die Weiterentwicklung der Finanzierungverhandelt würde. Man wolle nicht sechs Jahre warten, sondern werdegleich in einer Arbeitsgruppe an einer besseren Finanzierungsstrukturweiterarbeiten. ""Mein Anliegen ist es, dass wir in der Finanzierungdorthin kommen, dass die Einnahmen gemäß der wirtschaftlichenEntwicklung ansteigen. Denn es ist für die Verantwortlichen imGesundheitsbereich bereits jetzt eine hohe Verantwortung, die nochstärker steigenden Ausgaben zu dämpfen"", sagte der Staatssekretärabschließend. (Schluss) psRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖMatznetterFinanzausgleichChannelPolitikWirtschaft"
"Morgen Freitag, 28. September: SPÖ-Bundesgeschäftsführer Kalina - Pressekonferenz um 10.30 Uhr","Wien (SK) - Wir erlauben uns, die VertreterInnen der Medien zu folgendem Termin einzuladen: SPÖ-Bundesgeschäftsführer Josef Kalina nimmt in einer Pressekonferenz zu aktuellen politischen Fragen Stellung. ****...",2007-09-27T10:23:39+02:00,https://www.ots.at/presseaussendung/OTS_20070927_OTS0100/morgen-freitag-28-september-spoe-bundesgeschaeftsfuehrer-kalina-pressekonferenz-um-1030-uhr,"Wien (SK) - Wir erlauben uns, die VertreterInnen der Medien zufolgendem Termin einzuladen: SPÖ-Bundesgeschäftsführer Josef Kalinanimmt in einer Pressekonferenz zu aktuellen politischen FragenStellung. ****Zeit: Morgen Freitag, 28. September 2007, 10.30 UhrOrt: SPÖ-Bundesgeschäftsstelle, 2. Stock, Sitzungssaal, 1,Löwelstraße 18(Schluss) mmRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖKalinaTerminChannelPolitik"
Termin: 1. Oktober 2007: Ein Jahr nach dem SPÖ-Wahlsieg - Gusenbauer präsentiert erste Bilanz und Ausblick auf Österreich 2010,Wien (SK) - Am 1. Oktober 2007 jährt sich zum ersten Mal der Wahlsieg der SPÖ bei den Nationalratswahlen 2006. In diesem Jahr hat sich vieles verändert. Unter Bundeskanzler Alfred Gusenbauer hat Österreich endlich...,2007-09-27T09:59:40+02:00,https://www.ots.at/presseaussendung/OTS_20070927_OTS0069/termin-1-oktober-2007-ein-jahr-nach-dem-spoe-wahlsieg-gusenbauer-praesentiert-erste-bilanz-und-ausblick-auf-oesterreich-2010,"Wien (SK) - Am 1. Oktober 2007 jährt sich zum ersten Mal derWahlsieg der SPÖ bei den Nationalratswahlen 2006. In diesem Jahr hatsich vieles verändert. Unter Bundeskanzler Alfred Gusenbauer hatÖsterreich endlich wieder eine Regierung, die die Menschen in denMittelpunkt stellt. Die dafür sorgt, dass der wirtschaftlicheAufschwung allen zugute kommt. Eine Regierung, die Bildung,Beschäftigung und die gerechte Verteilung des Wohlstands ins Zentrumihrer Arbeit gerückt hat. ****Bundeskanzler Alfred Gusenbauer nimmt diesen ersten Jahrestag zumAnlass für eine Erklärung. Unter dem Motto ""Österreich 2010 - denAufschwung für alle nützen!"" wird er eine erste Zwischenbilanz derbisherigen Arbeit seiner Regierung ziehen und einen Ausblick geben,wie die SPÖ-geführte Regierung Österreich in den nächsten Jahrengestalten will.Zeit: Montag, 1. Oktober 2007, 11 UhrOrt: Parlament, Budgetsaal, Eingang Reichsratsstraße 2/Tor 4Um Anmeldung wird gebeten unter 534 27/274 od. 275, SPÖ-Pressedienst,odermichaele.pavelka@spoe.at(Schluss) ahRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖGusenbauerTerminChannelPolitik"
Buchinger setzt Zeichen gegen Gewalt von Männern,Sozialminister eröffnet Ausstellung von White Ribbon Österreich,2007-09-26T19:15:21+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0352/buchinger-setzt-zeichen-gegen-gewalt-von-maennern,"Sozialminister eröffnet Ausstellung von White Ribbon ÖsterreichWien (SK) - ""Gewaltprävention hat ein wesentlicher Bestandteil derMännerpolitik zu sein"", legte sich Erwin Buchinger, Bundesministerfür Soziales und Konsumentenschutz, am Mittwoch bei der Eröffnung derAusstellung ""Meine Fäuste fliegen nur im Ring - Männer gegenMännergewalt"" des Vereins ""White Ribbon Österreich"" fest - undbekräftigte damit einmal mehr seine ""Neuausrichtung in derMännerpolitik"" und sein Engagement gegen Gewalt von Männern. Wichtigist dem Sozialminister dabei, dass ""Männer selbst gegen Männergewaltauftreten und das Männer versuchen, positive Rollenmodelle für Buben,männliche Jugendliche und andere Männer darzustellen"". ****Essentiell ist für Buchinger bei der Männergewaltprävention, dieKooperation mit anderen Ressorts wie dem Unterrichts- oder demFrauenministerium, denn das Thema ziehe sich durch mehrereMinisterien und Bereiche der Männerpolitik. ""Die Gewaltpräventionbeginnt im Bubenalter"", ist daher sein Credo. ""Buben und männlicheJugendliche zu stärken heißt vor dem Hintergrund der geplantenGewaltprävention, ihre Stärken, ihre Kraft und Energie in Richtungeiner partnerschaftlich orientierten positiven männlichen Identitätzu lenken"", ist Buchinger überzeugt. Deshalb setzt er sich auch für""geschlechtersensible Jugendarbeit ein, die dieEntwicklungsmöglichkeiten von Buben aufzeigt - und Angebote fürLehrerInnen und Eltern mit dem Ziel einer geschlechtergerechtenErziehung anbietet"".""1997 gab es 1.365 Wegweisungen, 2006 waren es bereits 7.235, alsomehr als fünfmal so viele. Insgesamt hat die Polizei in den letztenzehn Jahren zehntausend Mal wegen Gewalt interveniert - und in 40.000Fällen ein Betretungsverbot oder eine Wegweisung für Männerausgesprochen. Österreichweit gibt es außerdem heute bereits dreißigFrauenhäuser"", resümierte Buchinger die Auswirkungen von zehn JahrenGewaltschutzgesetz. (schluss) reRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖBuchingerSozialesWhite RibbonChannelPolitik"
Kalina kritisiert inhumane Vorgangsweise Platters,"Wien (SK) - ""Wieder einmal statuiert Innenminister Platter an den Falschen ein Exempel an herzloser Bürokratie. Was ihm oftmals bei der Abschiebung straffällig gewordener Ausländer nicht gelingt, wird an einer,...",2007-09-26T18:26:27+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0341/kalina-kritisiert-inhumane-vorgangsweise-platters,"Wien (SK) - ""Wieder einmal statuiert Innenminister Platter an denFalschen ein Exempel an herzloser Bürokratie. Was ihm oftmals bei derAbschiebung straffällig gewordener Ausländer nicht gelingt, wird aneiner, der katholischen Minderheit zugehörigen und in der Steiermarkvoll integrierten Familie aus dem Kosovo ausgelebt"", soSPÖ-Bundesgeschäftsführer Josef Kalina am Mittwoch gegenüber demSPÖ-Pressedienst zu heutigen Berichten über die Familie Milici, dieseit rund drei Jahren in Peggau bei Graz lebt. ****Die Abschiebung der Familie, die in der Gemeinde als Vorbild undMuster für gelungene Integration gilt, stehe unmittelbar bevor. Diegesamte Gemeinde setzt sich für den Verbleib der Familie ein. ""Einbesseres Zeichen für erfolgreiche Integration kann es wohl nichtgeben"", sagte der SPÖ-Bundesgeschäftsführer. ""Ich fordere MinisterPlatter deshalb auf, in diesem konkreten Fall seinenHandlungsspielraum zu nutzen und menschlich im Sinne der Familie zuentscheiden und sich nicht hinter Verordnungen und Erlässen zuverschanzen"", so Kalina abschließend. (Schluss) jsRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖKalinaIntegrationPlatterSteiermarkMiliciChannelPolitikChronik"
Winterauer: Mit Trauer gibt SPÖ Tod von Hubert Friesenbichler bekannt,"Wien (SK) - ""Hubert Friesenbichler war ein überzeugter Sozialdemokrat und Journalist mit Leib und Seele"", sagte SPÖ-Bundesgeschäftsführer Reinhard Winterauer zum Tod von Hubert Friesenbichler, der, wie seine...",2007-09-26T17:01:50+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0329/winterauer-mit-trauer-gibt-spoe-tod-von-hubert-friesenbichler-bekannt,"Wien (SK) - ""Hubert Friesenbichler war ein überzeugterSozialdemokrat und Journalist mit Leib und Seele"", sagteSPÖ-Bundesgeschäftsführer Reinhard Winterauer zum Tod von HubertFriesenbichler, der, wie seine Familie bekannt gab, letzte Wocheverstorben ist. ""Unser uneingeschränktes Beileid gilt seinen nahenAngehörigen und seiner Familie."" ****Friesenbichler war von 1977 bis 1986 geschäftsführender Redakteur desSPÖ-Diskussionsorgans ""Zukunft"" und leitete bis Ende 1991 alsChefredakteur die BSA-Zeitschrift ""akzente"". Von Jugend an war er derArbeiterbewegung eng verbunden. Die Verabschiedung erfolgt amDonnerstag, dem 4. Oktober, um 13 Uhr auf dem Wiener Zentralfriedhof,Eingang 3, Halle 3 (11, Simmeringer Hauptstraße 234-240). (Schluss)upRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖWinterauerTodesfallFriesenbichlerChannelPolitik"
Sozialistische Jugend: Männerdiskriminierung? - FPÖ verkennt offensichtlich gesellschaftliche Realitäten,"Wien (SK) - Die FPÖ positioniere sich einmal mehr als rückschrittliche und frauenfeindliche Partei. ""Wenigstens die Offenheit der FPÖ ist respektabel, mit der sie die Benachteiligung von Frauen einfordert. Noch...",2007-09-26T14:32:52+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0280/sozialistische-jugend-maennerdiskriminierung-fpoe-verkennt-offensichtlich-gesellschaftliche-realitaeten,"Wien (SK) - Die FPÖ positioniere sich einmal mehr alsrückschrittliche und frauenfeindliche Partei. ""Wenigstens dieOffenheit der FPÖ ist respektabel, mit der sie die Benachteiligungvon Frauen einfordert. Noch deutlicher frauenfeindliche Politik zumachen, ist wohl kaum möglich. Keine Frage, dass die FPÖ gern alteWertvorstellungen und Geschlechterrollen beibehalten will"", hältStefanie Vasold, Frauensprecherin der Sozialistischen JugendÖsterreich (SJÖ), am Mittwoch gegenüber dem Pressedienst der SPÖfest. ****Mit zwei Frauen von insgesamt 21 Abgeordneten im Nationalrat machendie Freiheitlichen deutlich, wie wenig Frauen und Frauenpolitik beiihnen verloren haben. Wenig verwunderlich, dass die Herren keineAhnung von realen Geschlechterverhältnissen haben. ""Dieüberwältigende Mehrheit der AlleinerzieherInnen sind Frauen. Es warein Meilenstein in Richtung Gleichberechtigung von Frauen in den1970er Jahren, dass Frauen, die oft jahrelang unbezahlteFamilienarbeit leisten, im Falle einer Scheidung am in diesemZeitraum erworbenen Vermögen Anteil haben. Diesen Fortschritt nununter den Gesichtspunkt der 'Männerdiskriminierung' zu stellen und zuversuchen, Frauen wieder stärker in ein Abhängigkeitsverhältnis zudrängen, ist mehr als nur billig"", nimmt Vasold zu den Aussagen vonFPÖ-Abgeordneten Klement Stellung.""Anstatt fadenscheinige Gründe für eine 'Diskriminierung' von Männernin die politische Diskussion einzuwerfen, sollten sich die Herren inder FPÖ lieber damit beschäftigen, warum Frauen immer noch dreiViertel der unbezahlten Arbeit leisten, warum Frauen immer noch 30Prozent weniger verdienen als Männer, und warum Frauen inSpitzenfunktionen in Politik und Wirtschaft immer nochunterrepräsentiert sind. (Schluss) up/mmRückfragehinweis: SJÖ, Wolfdietrich Hansen, 01 523 41 23 oder 0699 1915 48 04,http://www.sjoe.at/frauenRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖSJÖPolitikFrauenJugendChannelPolitik"
"Kalina: ""Wie hält es die ÖVP denn wirklich mit Blue Card und Zuwanderung?""","Wien (SK) - ""Die SPÖ setzt voll auf die rot-weiss-rote Karte, ganz im Gegensatz zur ÖVP, die auf die blaue Karte setzt"", so SPÖ-Bundesgeschäftsführer Josef Kalina angesichts der heutigen Vorschläge von ÖVP-EU-Abgeordneten...",2007-09-26T14:25:46+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0276/kalina-wie-haelt-es-die-oevp-denn-wirklich-mit-blue-card-und-zuwanderung,"Wien (SK) - ""Die SPÖ setzt voll auf die rot-weiss-rote Karte, ganzim Gegensatz zur ÖVP, die auf die blaue Karte setzt"", soSPÖ-Bundesgeschäftsführer Josef Kalina angesichts der heutigenVorschläge von ÖVP-EU-Abgeordneten Pirker gegenüber demSPÖ-Pressedienst. ""Solange in Europa Millionen Menschen vonArbeitslosigkeit betroffen sind, muss alles daran gesetzt werden,diesen Menschen neue Arbeit, neue Perspektiven und neue Chancen zueröffnen."" Als erste Antwort auf Herausforderungen über den Importvon Billigarbeitskräften nachzudenken, sei völlig verfehlt. ""Spannendwäre es aber auch endlich zu wissen, was eigentlich die Volksparteiin der Zuwanderungsfrage will"", so der SPÖ-Bundesgeschäftsführer.****Denn während Innenminister Platter heuer sowohl eine ""A-Card"" alsauch ""neue Gastarbeiterprogramme der EU"" abgelehnt hat undÖVP-Generalsekretär Missethon einen ""sofortigen Zuwanderungsstopp""gefordert hat, stehen dem die Wünsche und Vorstellungen desÖVP-Wirtschaftsflügels und der VP-EU-Abgeordneten gegenüber, die sichfür mehr Zuwanderung aussprechen. ""Auch die Vorschläge derÖVP-Perspektivengruppe nach freiem Zugang zum Arbeitsmarkt fürausländische Ehepartner von Österreichern wurden von Molterer undPlatter scharf zurückgewiesen, während sie Kopf und Spindeleggerbegrüßen.""""Wir werden auch Minister Bartenstein genau auf die Finger schauen,ob jetzt wirklich nur jene kommen, die wir brauchen, oder ob eswieder um den Import von Billigarbeitskräften geht"", so Kalina zurFacharbeiterquote. Es wäre höchst an der Zeit, dass ÖVP-ObmannMolterer und Perspektivengruppen-Leiter Pröll eine klare Linievorgeben würden. ""Auf Dauer sind Aussagen von Teilen der ÖVP, dieeinen Zuwanderungsstopp fordern, völlig unglaubwürdig, wenn paralleldazu die Volkspartei ständig Anstrengungen unternimmt, um Saisonniersund Billigarbeitskräfte massenweise ins Land zu holen.""""Während die ÖVP also irgendwo zwischen 'Law and Order'-Theatralikund dem Wirtschaftswunsch nach einem Heer an Billigstarbeitskräftenhin und hertaumelt, ist für die Sozialdemokratie in ganz Europa klar:Wir wollen, dass sich Europa so entwickelt, dass es für mehr Menschenmehr und bessere Chancen gibt, dass Europa seinen Bürgern faireMöglichkeiten bietet und diese Fragen vor den Fragen der Zuwanderungbeantwortet werden müssen"", so Kalina.Zuwanderung bleibt nationale Entscheidung""Wir wollen ein Europa der Beschäftigung und der sozialen Fairness.Deshalb hat die SPE-Fraktion heute im Europäischen Parlament auchdafür gestimmt, dass Zuwanderungspolitik auch in Zukunft eineEntscheidung der einzelnen Staaten bleibt"", erklärt Kalina weiters.Denn vor der Frage einer europaweiten Entscheidung über Zuwanderungmüsse sich Europa voller Kraft dafür einsetzen, seine BürgerInnenbestmöglich zu qualifizieren und auszubilden. (Schluss) jsRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖKalinaEUZuwanderungBlue CardÖVPChannelPolitikWirtschaft"
Kranzl: Ökologische Sanierung von Wohnhäusern wichtiger Beitrag zum Klimaschutz,Wohnbauförderung nach ökologischen Kriterien weiter ausbauen,2007-09-26T13:18:18+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0227/kranzl-oekologische-sanierung-von-wohnhaeusern-wichtiger-beitrag-zum-klimaschutz,"Wohnbauförderung nach ökologischen Kriterien weiter ausbauenWien (SK) - ""Ich bin überzeugt, dass eine große Chance in derSanierung von Wohnhäusern liegt"", betonte Staatssekretärin ChristaKranzl am Mittwoch im Rahmen eines Pressegesprächs. Präsentiert wurdeein Leitfaden zur ökologisch nachhaltigen Sanierung für ältereHäuser, in Auftrag gegeben vom Bundesministerium für Verkehr,Infrastruktur und Technologie. Kranzl erklärte, dass es in Österreichrund 600.000 Ein- und Zweifamilienhäuser und rund 400.000 Wohnungengebe, die zwischen 1960 und 1985 erbaut wurden, in einer Zeit, wo mannoch keinerlei Wert auf Energieeffizienz gelegt habe. Es müssegelingen, die Eigentümer zu motivieren, ihre Häuser zu sanieren undihnen klar zu machen, dass eine Sanierung eine ""win-win-Situation""darstelle. Einerseits würden die Betriebskosten gesenkt, zum zweitenwürde das Klima geschützt und auch für österreichische Unternehmenliege Potential in umweltfreundlichen Technologien. ****Die Staatssekretärin wies darauf hin, dass auch im aktuellenRegierungsübereinkommen eine Steigerung der Sanierungsrate bis 2020vorgesehen sei. ""Vorschreiben"" werde man Sanierungen nicht können, soKranzl, da dies mit viel Geld für den Haus- oder Wohnungseigentümerverbunden sei. Allerdings könne man, wenn eine Sanierung ansteht, mit""attraktiver Wohnbauförderung"", die umweltfreundliche Bauweisenunterstützt, die Menschen dazu bringen, nachhaltig zu sanieren.Kranzl sprach sich dafür aus, dass die Wohnbauförderung nachökologischen Kriterien noch weiter ausgebaut werden soll.Der Klimaschutzbericht der UNO habe ""ungeschminkte Fakten"" auf denTisch gelegt, so Kranzl, der Mensch sei eindeutig als Verursacher desKlimawandels ausgemacht worden. ""Für mich ist es an der Zeit entgegenzu steuern"", unterstrich Kranzl. Der Leitfaden sei ein Beitrag zurVerbesserung und ein ""ganz toller Überblick"", der esEigenheimbesitzern ermögliche sich über Materialien, Förderungen undFinanzierungsmöglichkeiten einen Überblick zu verschaffen. Sie freuesich, dass das Bundesministerium dieses Projekt unterstützen konnte,bemerkte die Staatssekretärin abschließend. (Schluss) swRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖKranzlWohnbauSanierungUmweltChannelPolitik"
Faymann übernimmt Patenschaft für Gürteltier,"""Gordy"" benannt nach Maskottchen für Verkehrssicherheit",2007-09-26T12:10:54+02:00,https://www.ots.at/presseaussendung/OTS_20070926_OTS0166/faymann-uebernimmt-patenschaft-fuer-guerteltier,"""Gordy"" benannt nach Maskottchen für VerkehrssicherheitWien (SK) - Infrastrukturminister Werner Faymann übernahm amMittwoch offiziell die Patenschaft für ein Gürteltier im TiergartenSchönbrunn. Den Namen ""Gordy"" erhielt das echte Gürteltier nach demMaskottchen eines EU-Projektes zur Kindersicherheit im Verkehr""Angeschnallt statt Durchgeknallt"". Das Kugelgürteltier alsMaskottchen für das Projekt hätten die Kinder selbst ausgewählt,erklärte Faymann, dem die ""Einkugelfähigkeit dieses Tieres"" besondersgefällt. Für Faymann sei es besonders wichtig, dass ""in Kindergartenund Schule das Thema Verkehrssicherheit einen fixen Stellenwert hat"",hierzu habe er noch viel vor. Die anwesenden Kinder erhielten einenkleinen Plastik-Gordy für den Sicherheitsgurt, der sie an das Anlegendes Gurtes im Auto erinnern solle. Abschließend stellte einmenschengroßes Gordy-Maskottchen den Kindern noch spielerisch Fragenzum Thema ""Sicherheit im Verkehr"". **** (Schluss) arRückfragehinweis:SPÖ-Bundesorganisation, Pressedienst, Tel.: 01/53427-275,Löwelstraße 18, 1014 Wien,http://www.spoe.at/online/page.php?P=100493OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | NSKprintStichworteSPÖFaymannSchönbrunnGürteltierVerkehrssicherheitChannelPolitik"
